"date","state","avg_victim_age","avg_suspect_age"
2017-12-11,"Illinois",23,20.25
2017-12-11,"Michigan",53,27
2017-12-11,"Pennsylvania",58,22.6666666666667
2017-12-11,"North Carolina",23,28
2017-12-11,"New Mexico",16,17
2017-12-11,"California",29,24.5
2017-12-11,"Ohio",16,15.75
2017-12-11,"Arizona",25,35
2017-12-11,"Mississippi",20.6666666666667,19.5
2017-12-11,"Florida",35,32
2017-12-11,"Ohio",52,52
2017-12-12,"Georgia",42,52
2017-12-12,"Rhode Island",19,19
2017-12-12,"Illinois",27,18
2017-12-12,"Virginia",25,27
2017-12-12,"Texas",18,30
2017-12-12,"West Virginia",25,30
2017-12-12,"Alabama",31,25
2017-12-12,"Alabama",19,26
2017-12-12,"Florida",16,35
2017-12-12,"Illinois",22,53
2017-12-12,"Florida",53,18
2017-12-12,"Texas",90,65
2017-12-12,"Indiana",56,57
2017-12-12,"Kentucky",38,20
2017-12-12,"New York",33,17.2
2017-12-12,"New York",55.5,23
2017-12-13,"Ohio",16,18
2017-12-13,"Missouri",58,62
2017-12-13,"Minnesota",34,27
2017-12-13,"North Carolina",48,45
2017-12-13,"Maryland",26,27
2017-12-13,"Alabama",24,19
2017-12-13,"Maryland",88,61
2017-12-13,"Missouri",30,50
2017-12-13,"Missouri",36,25
2017-12-13,"Florida",35,29
2017-12-13,"California",50,57
2017-12-13,"Michigan",20,21
2017-12-13,"Pennsylvania",49,52
2017-12-13,"Minnesota",21,22.3333333333333
2017-12-13,"Illinois",31,41
2017-12-13,"Idaho",58,21
2017-12-13,"Georgia",48,45
2017-12-13,"North Carolina",36,56
2017-12-13,"Arizona",29,35
2017-12-14,"Massachusetts",24,24
2017-12-14,"Illinois",27,21
2017-12-14,"Pennsylvania",29,21
2017-12-14,"Maryland",18,20
2017-12-14,"Virginia",36,18.5
2017-12-14,"New York",49,45
2017-12-14,"West Virginia",27,18.5
2017-12-14,"Michigan",33,27
2017-12-14,"Missouri",34.5,37
2017-12-14,"Florida",18,19
2017-12-15,"Maryland",19,17
2017-12-15,"Florida",30,30
2017-12-15,"North Carolina",29,26
2017-12-15,"Mississippi",22,25
2017-12-15,"Georgia",42,32.3333333333333
2017-12-15,"Florida",21,24.5
2017-12-15,"Maryland",53,30
2017-12-15,"Florida",72,56
2017-12-15,"New Mexico",16,16
2017-12-15,"Minnesota",34.5,18.25
2017-12-15,"Arizona",21,35
2017-12-15,"Virginia",23,25
2017-12-15,"Texas",33,15
2017-12-15,"Arizona",2,26
2017-12-15,"California",62,78
2017-12-15,"North Carolina",20,22
2017-12-15,"North Carolina",51,51
2017-12-16,"Massachusetts",28,33
2017-12-16,"Kentucky",40,20
2017-12-16,"California",42,27
2017-12-16,"New Jersey",17,20.5
2017-12-16,"Louisiana",28,24
2017-12-16,"Pennsylvania",31,19
2017-12-16,"Illinois",49,46
2017-12-16,"Michigan",32.3333333333333,28
2017-12-16,"Arizona",15,15
2017-12-16,"New Jersey",48.3333333333333,34
2017-12-16,"Wisconsin",32,43
2017-12-16,"Arizona",43,35
2017-12-16,"Pennsylvania",37,42
2017-12-16,"Maryland",18,22
2017-12-16,"District of Columbia",3,27
2017-12-16,"Florida",51,48
2017-12-16,"South Carolina",26,53
2017-12-17,"Missouri",47,19
2017-12-17,"California",56,40
2017-12-17,"Texas",14,14
2017-12-17,"Kentucky",23,17
2017-12-17,"New York",19,24
2017-12-17,"Ohio",30,50
2017-12-17,"North Carolina",23,27
2017-12-17,"Tennessee",22,24
2017-12-17,"Tennessee",40,29
2017-12-17,"Texas",18,17
2017-12-17,"North Carolina",72,19
2017-12-17,"Oklahoma",33,36
2017-12-17,"New York",28,30
2017-12-17,"Texas",23,20
2017-12-17,"Arizona",37,38
2017-12-17,"Kentucky",26,76
2017-12-17,"Montana",69,62
2017-12-17,"Illinois",29,20
2017-12-17,"Washington",37,24
2017-12-17,"Pennsylvania",21,33
2017-12-18,"Oregon",35,14.5
2017-12-18,"Ohio",20.5,28
2017-12-18,"Tennessee",45,19.5
2017-12-18,"Missouri",25,21
2017-12-18,"Maryland",27,31
2017-12-18,"Washington",36,36
2017-12-18,"Indiana",22,23
2017-12-18,"Maryland",43,29
2017-12-18,"Oklahoma",33,43
2017-12-18,"Tennessee",34,58
2017-12-18,"Michigan",22,27
2017-12-18,"New Mexico",67,25
2017-12-18,"Arizona",48,36
2017-12-18,"Texas",38,31.6666666666667
2017-12-18,"Georgia",20,25.5
2017-12-18,"Georgia",65,63
2017-12-18,"Maine",29,34
2017-12-18,"District of Columbia",17,16
2017-12-18,"Mississippi",37,39
2017-12-19,"Arizona",15,15
2017-12-19,"Florida",26,27
2017-12-19,"Maryland",23,17
2017-12-19,"Massachusetts",17,19
2017-12-19,"Michigan",39,47
2017-12-19,"Oklahoma",38,26
2017-12-19,"Louisiana",28,42
2017-12-19,"Illinois",5,25
2017-12-19,"New York",33,30
2017-12-19,"Wisconsin",34.5,17
2017-12-19,"Oklahoma",28,30
2017-12-19,"Florida",19,31
2017-12-19,"Tennessee",19,15
2017-12-19,"New Jersey",26,27
2017-12-19,"North Carolina",32,18
2017-12-19,"Louisiana",14,25
2017-12-19,"Florida",23,29
2017-12-19,"Louisiana",26,28
2017-12-19,"Missouri",18,22
2017-12-19,"Ohio",7,25
2017-12-19,"Georgia",43,17
2017-12-19,"Louisiana",30,20
2017-12-19,"Florida",38,37
2017-12-19,"New York",21,37
2017-12-19,"Wisconsin",17,18
2017-12-19,"Virginia",40,40
2017-12-19,"Maine",46,34
2017-12-19,"Michigan",33,32
2017-12-20,"North Carolina",68,51
2017-12-20,"Georgia",17,18
2017-12-20,"Mississippi",26,19
2017-12-20,"Massachusetts",20,33
2017-12-20,"Utah",21,37
2017-12-20,"North Carolina",32,30
2017-12-20,"Ohio",41,20
2017-12-20,"Massachusetts",33,24
2017-12-20,"Mississippi",48,63
2017-12-20,"Minnesota",25,31
2017-12-20,"District of Columbia",23,18
2017-12-20,"New Jersey",27,23
2017-12-20,"South Carolina",18,18
2017-12-20,"Pennsylvania",16.5,17
2017-12-20,"California",27,25.5
2017-12-20,"Indiana",50,24
2017-12-20,"Washington",47,54
2017-12-20,"Georgia",44.5,15
2017-12-21,"Florida",41,47
2017-12-21,"South Carolina",16,15
2017-12-21,"Louisiana",60,55
2017-12-21,"Florida",41,20
2017-12-21,"Texas",56,52
2017-12-21,"Michigan",31.5,18
2017-12-21,"Missouri",29,36
2017-12-21,"North Carolina",23,27
2017-12-21,"North Carolina",28,18.5
2017-12-21,"Virginia",8,11
2017-12-21,"New York",35,43
2017-12-21,"Alabama",19.5,21
2017-12-21,"Pennsylvania",24.75,21
2017-12-21,"Florida",44,35.3333333333333
2017-12-21,"Oklahoma",35,19
2017-12-21,"Colorado",17,25
2017-12-21,"Alabama",59,27.5
2017-12-21,"Texas",6,33
2017-12-21,"Texas",28,40
2017-12-21,"New Jersey",40,14
2017-12-21,"Tennessee",60,23.5
2017-12-21,"South Carolina",34,28
2017-12-22,"West Virginia",24,27
2017-12-22,"Texas",38,38
2017-12-22,"Wisconsin",25,25
2017-12-22,"New York",16,16
2017-12-22,"Arkansas",44,49
2017-12-22,"Georgia",45,19
2017-12-22,"North Carolina",39,32
2017-12-22,"Michigan",27,21
2017-12-22,"North Carolina",35,36.5
2017-12-22,"North Carolina",35,38
2017-12-22,"District of Columbia",25,21
2017-12-22,"Pennsylvania",26,26
2017-12-22,"South Carolina",23,30
2017-12-22,"Mississippi",16,19
2017-12-22,"North Carolina",27,39
2017-12-22,"North Carolina",50,51
2017-12-22,"Minnesota",19,20
2017-12-22,"Virginia",25,21.3333333333333
2017-12-22,"North Carolina",21,16
2017-12-22,"Missouri",9,13
2017-12-22,"Virginia",45.5,17
2017-12-22,"California",47,48
2017-12-22,"Florida",19,32
2017-12-22,"Washington",62,70
2017-12-22,"North Carolina",28,20
2017-12-23,"Louisiana",18.5,18
2017-12-23,"Ohio",52,24
2017-12-23,"Texas",24,24
2017-12-23,"Washington",32,30
2017-12-23,"Alabama",14,16
2017-12-23,"North Carolina",34,57
2017-12-23,"Oregon",34,35
2017-12-23,"Wyoming",53,49
2017-12-23,"Missouri",34,26
2017-12-23,"Nevada",27,39
2017-12-23,"Texas",60,37
2017-12-23,"Massachusetts",29,30
2017-12-23,"Maryland",35,33
2017-12-23,"Washington",21,21
2017-12-23,"Georgia",15,17
2017-12-23,"Connecticut",22,19
2017-12-23,"Oregon",36,45
2017-12-23,"New Jersey",18,19
2017-12-23,"Tennessee",32,20
2017-12-23,"District of Columbia",22,21
2017-12-23,"North Carolina",43,27
2017-12-23,"Montana",42,21
2017-12-24,"Texas",26,18
2017-12-24,"Virginia",33,37
2017-12-24,"Louisiana",18,24
2017-12-24,"North Carolina",31,25
2017-12-24,"California",46,41
2017-12-24,"North Carolina",16,47
2017-12-24,"Mississippi",37,20.5
2017-12-24,"Louisiana",25,29
2017-12-24,"New Jersey",47,55
2017-12-24,"New Jersey",47,55
2017-12-24,"Texas",37,37
2017-12-24,"Virginia",16,23
2017-12-24,"Texas",17,18
2017-12-24,"Alabama",49,30
2017-12-24,"North Carolina",36,18.6666666666667
2017-12-24,"Illinois",27,34
2017-12-24,"Ohio",39,29
2017-12-24,"Missouri",37,47
2017-12-24,"Maryland",45,66
2017-12-24,"South Carolina",74,29.3333333333333
2017-12-25,"Arizona",23.75,45
2017-12-25,"Massachusetts",50,53
2017-12-25,"Maryland",17,20
2017-12-25,"Texas",30,19
2017-12-25,"Ohio",29,21
2017-12-25,"Louisiana",31,17
2017-12-25,"New York",30.5,30
2017-12-25,"Indiana",82.5,48
2017-12-25,"Indiana",18,18
2017-12-25,"New York",35,19
2017-12-25,"Louisiana",55,24
2017-12-25,"New York",35,16.5
2017-12-25,"Indiana",9,32
2017-12-25,"Virginia",24,23
2017-12-25,"Florida",59,49
2017-12-25,"Florida",52,38
2017-12-25,"Massachusetts",20,20
2017-12-25,"Mississippi",57,19
2017-12-26,"Maryland",25,29
2017-12-26,"District of Columbia",38,18
2017-12-26,"Louisiana",27,28
2017-12-26,"Maryland",24,17
2017-12-26,"Arkansas",31,36
2017-12-26,"Ohio",19,41
2017-12-26,"Oklahoma",23,18
2017-12-26,"Ohio",21,24
2017-12-26,"Ohio",59,27
2017-12-26,"Pennsylvania",20,26
2017-12-26,"Nevada",38.5,32
2017-12-26,"Indiana",41,35
2017-12-26,"Illinois",21,25
2017-12-26,"Georgia",24,26
2017-12-26,"New York",18,19
2017-12-26,"Tennessee",23,17.6666666666667
2017-12-26,"Tennessee",49,55
2017-12-26,"Illinois",15,17
2017-12-26,"Nebraska",51,46
2017-12-26,"Pennsylvania",22,24.5
2017-12-26,"New Mexico",48,45
2017-12-26,"Illinois",25,18
2017-12-26,"California",22,69
2017-12-27,"Idaho",48,45
2017-12-27,"Alabama",14,14
2017-12-27,"Kansas",30,27
2017-12-27,"Colorado",23,23
2017-12-27,"Louisiana",24,23
2017-12-27,"Texas",46,48
2017-12-27,"Delaware",28,21
2017-12-27,"Alabama",89,28
2017-12-27,"Louisiana",31,24
2017-12-27,"California",19,17
2017-12-27,"Missouri",15,18
2017-12-27,"New Mexico",22,34
2017-12-27,"District of Columbia",21,18
2017-12-27,"California",22,17.6666666666667
2017-12-27,"New Jersey",17,20.5
2017-12-27,"Oklahoma",24,25
2017-12-27,"Massachusetts",19,23
2017-12-28,"Florida",23.5,26
2017-12-28,"Florida",34,35
2017-12-28,"New York",16.5,19
2017-12-28,"North Carolina",16,47
2017-12-28,"Tennessee",40.5,26
2017-12-28,"Pennsylvania",58,32
2017-12-28,"Florida",46,22
2017-12-28,"Texas",20,17
2017-12-28,"Texas",7,26
2017-12-28,"South Carolina",51,48
2017-12-28,"Ohio",27,29
2017-12-28,"Maryland",27,20
2017-12-28,"Pennsylvania",34,36
2017-12-28,"Idaho",37,21
2017-12-28,"Texas",20,22
2017-12-28,"Mississippi",39,33
2017-12-28,"Ohio",20,24
2017-12-28,"Illinois",37,37
2017-12-28,"District of Columbia",23,23
2017-12-28,"North Carolina",19,19
2017-12-28,"District of Columbia",23,23
2017-12-28,"Kentucky",79,56
2017-12-28,"Oregon",46,27
2017-12-29,"Missouri",41,24.6666666666667
2017-12-29,"Florida",62,51
2017-12-29,"District of Columbia",20,23
2017-12-29,"Illinois",62,57
2017-12-29,"Arkansas",44,49
2017-12-29,"Colorado",19,22
2017-12-29,"Mississippi",40,32
2017-12-29,"Arkansas",32,26
2017-12-29,"California",47,44
2017-12-29,"Missouri",15,24
2017-12-29,"Kentucky",31,46
2017-12-30,"Kansas",9,33
2017-12-30,"Virginia",34,24
2017-12-30,"Michigan",56,45
2017-12-30,"Ohio",52,44
2017-12-30,"Georgia",38,50
2017-12-30,"New York",52,30
2017-12-30,"Connecticut",36,25.5
2017-12-30,"Indiana",41,20.6666666666667
2017-12-30,"Alaska",19,19
2017-12-30,"Louisiana",21,17
2017-12-30,"Utah",32,16.5
2017-12-30,"North Carolina",38,26.75
2017-12-30,"Texas",15,17
2017-12-30,"West Virginia",35,47
2017-12-30,"Washington",22,19
2017-12-30,"Georgia",19,25
2017-12-30,"Nevada",39,29
2017-12-30,"Alabama",52,38
2017-12-30,"Iowa",41,26
2017-12-30,"Washington",44,21
2017-12-30,"Maryland",33,26
2017-12-30,"Louisiana",76,22
2017-12-30,"California",16,16
2017-12-30,"Arkansas",50,51
2017-12-31,"Florida",29,29
2017-12-31,"Texas",37,21.5
2017-12-31,"Missouri",22,23
2017-12-31,"Colorado",35,25
2017-12-31,"Texas",41,17
2017-12-31,"Virginia",50,70
2017-12-31,"Florida",26,24
2017-12-31,"Ohio",83,83
2017-12-31,"Ohio",30,32
2017-12-31,"Michigan",50,26
2017-12-31,"Ohio",48,51
2017-12-31,"California",23,28
2017-12-31,"Georgia",22,20
2017-12-31,"West Virginia",38,47
2017-12-31,"Florida",22.5,26
2017-12-31,"Illinois",19,20
2017-12-31,"Utah",9,41
2017-12-31,"Texas",50,52
2017-12-31,"Texas",37,48
2017-12-31,"Massachusetts",22,49
2017-12-31,"California",10.5,47
2017-12-31,"New Jersey",43.5,16
2017-12-31,"Virginia",19,21
2017-12-31,"Mississippi",33,31
2017-12-31,"Tennessee",16,12
2017-12-31,"Florida",15,17
2018-01-01,"California",38,44
2018-01-01,"Arkansas",30,18
2018-01-01,"Ohio",45,40
2018-01-01,"California",35,39
2018-01-01,"Oregon",38,26
2018-01-01,"California",36,53
2018-01-01,"Tennessee",27,27
2018-01-01,"Nebraska",19,24
2018-01-01,"Georgia",53.5,65
2018-01-01,"Texas",22,18
2018-01-01,"Arkansas",22,25
2018-01-01,"Michigan",35.5,36
2018-01-01,"Florida",58,65
2018-01-01,"Arkansas",49.5,42
2018-01-01,"Texas",25,36
2018-01-01,"Missouri",39.6666666666667,24.5
2018-01-01,"Tennessee",29,31
2018-01-01,"Ohio",46,53
2018-01-01,"North Carolina",63.5,28
2018-01-01,"Michigan",25,37
2018-01-01,"Florida",24,22
2018-01-01,"Mississippi",26,40
2018-01-01,"Illinois",19,17
2018-01-01,"Indiana",28,23.25
2018-01-01,"Ohio",21,18
2018-01-01,"Virginia",37,45
2018-01-02,"Alabama",35,37
2018-01-02,"Virginia",31,29
2018-01-02,"Virginia",32,19
2018-01-02,"Ohio",20,19
2018-01-02,"New York",28,24
2018-01-02,"Oregon",50,51
2018-01-02,"Pennsylvania",39,31.5
2018-01-02,"Arkansas",36,39
2018-01-02,"Massachusetts",19,19
2018-01-02,"Alabama",32,35
2018-01-02,"Texas",18,18
2018-01-02,"Florida",68,67
2018-01-02,"Missouri",17,18
2018-01-02,"Illinois",27,29
2018-01-02,"Pennsylvania",8,30
2018-01-02,"Texas",23,26.5
2018-01-02,"Georgia",52,54
2018-01-02,"California",39,15
2018-01-02,"Indiana",18,15
2018-01-02,"Pennsylvania",42,45
2018-01-02,"Wisconsin",26,27
2018-01-03,"Oregon",27,53
2018-01-03,"Louisiana",38.5,21
2018-01-03,"Alabama",27,31
2018-01-03,"West Virginia",43,21.5
2018-01-03,"Virginia",44,24
2018-01-03,"California",52,36
2018-01-03,"Texas",42,48
2018-01-03,"Arizona",23,25
2018-01-03,"North Carolina",21,18
2018-01-03,"Virginia",20,24.4285714285714
2018-01-03,"Kentucky",52,45
2018-01-03,"Mississippi",21,32
2018-01-03,"New York",20,21
2018-01-03,"Mississippi",19,22
2018-01-03,"Florida",49,16.3333333333333
2018-01-03,"Kentucky",65,72
2018-01-03,"California",20.5,18.5
2018-01-03,"Florida",62.5,20.6666666666667
2018-01-03,"Washington",24,22
2018-01-03,"Washington",48,22
2018-01-03,"Ohio",33,32
2018-01-03,"Florida",70,18
2018-01-04,"Ohio",54,20
2018-01-04,"Tennessee",21,23
2018-01-04,"North Carolina",27,22
2018-01-04,"Texas",18,17
2018-01-04,"Kansas",56,28
2018-01-04,"California",31,27
2018-01-04,"Kansas",40,29
2018-01-04,"Nebraska",43,43
2018-01-04,"California",49,59
2018-01-04,"Alabama",18,17
2018-01-04,"Alabama",43,20
2018-01-04,"Ohio",32,29
2018-01-04,"Illinois",25,25
2018-01-04,"Missouri",44,52
2018-01-04,"California",25,28
2018-01-04,"Pennsylvania",30,23
2018-01-04,"California",19,28
2018-01-04,"Michigan",30,21
2018-01-04,"North Carolina",51,53
2018-01-05,"Washington",49,15
2018-01-05,"Michigan",21,45
2018-01-05,"New Mexico",37,19
2018-01-05,"Indiana",25,24
2018-01-05,"Indiana",20,18
2018-01-05,"Texas",16,18
2018-01-05,"Florida",30,39
2018-01-05,"Virginia",23,20.5
2018-01-05,"South Dakota",29,26.6666666666667
2018-01-05,"Texas",21.5,24
2018-01-05,"North Carolina",22,24
2018-01-05,"California",26,51
2018-01-05,"Texas",44,42
2018-01-05,"Ohio",22.6666666666667,27
2018-01-06,"South Carolina",27,20
2018-01-06,"California",29,33
2018-01-06,"Ohio",30,31
2018-01-06,"Florida",17,20
2018-01-06,"California",33,18
2018-01-06,"Oregon",16,15
2018-01-06,"Alabama",25,38
2018-01-06,"New Jersey",22,23.3333333333333
2018-01-06,"Tennessee",22,19
2018-01-06,"Ohio",81,84
2018-01-06,"Alabama",14.5,21
2018-01-06,"Arizona",52,48
2018-01-06,"Mississippi",37,37.6666666666667
2018-01-06,"Missouri",19,23
2018-01-06,"Tennessee",20,23
2018-01-06,"Nebraska",27,31
2018-01-06,"Maryland",39,41
2018-01-06,"Arizona",58,57
2018-01-06,"Washington",48,26
2018-01-06,"Connecticut",28,24
2018-01-06,"Louisiana",43,30
2018-01-06,"Washington",27,22
2018-01-06,"California",46.5,24
2018-01-06,"Michigan",51,18
2018-01-06,"South Carolina",38,24
2018-01-06,"Florida",12,12
2018-01-06,"New Jersey",36,39
2018-01-06,"Georgia",19,16
2018-01-07,"Georgia",32,32
2018-01-07,"Ohio",25,18
2018-01-07,"Louisiana",28,16
2018-01-07,"Virginia",38,54
2018-01-07,"Tennessee",58,50
2018-01-07,"Ohio",29,31
2018-01-07,"Montana",33.5,47
2018-01-07,"Colorado",35,30
2018-01-07,"Washington",34,24
2018-01-07,"Georgia",86,18.6666666666667
2018-01-07,"Tennessee",20,18
2018-01-07,"Louisiana",30,26
2018-01-07,"Tennessee",14,20
2018-01-07,"Colorado",30,36
2018-01-07,"Alabama",26,35
2018-01-07,"Alabama",48,59
2018-01-07,"North Carolina",46,20
2018-01-07,"Washington",34,39.6666666666667
2018-01-07,"Florida",17,15.5
2018-01-07,"California",44.3333333333333,68
2018-01-07,"Maine",36,40
2018-01-07,"Michigan",39.6666666666667,22
2018-01-07,"North Carolina",54,56
2018-01-07,"California",46,20.6666666666667
2018-01-08,"West Virginia",23,36
2018-01-08,"Illinois",20,16
2018-01-08,"New Jersey",17,18.8
2018-01-08,"North Carolina",22,27
2018-01-08,"Texas",46,21
2018-01-08,"Texas",18,37
2018-01-08,"Illinois",58,23
2018-01-08,"Arkansas",22,18
2018-01-08,"Arkansas",40,49
2018-01-08,"Virginia",24,32.3333333333333
2018-01-08,"Georgia",49,41
2018-01-08,"North Carolina",20,22
2018-01-08,"Texas",43,28.5
2018-01-08,"Florida",42.5,32
2018-01-08,"New York",37,22
2018-01-08,"South Carolina",37,55
2018-01-08,"North Carolina",18,19
2018-01-08,"Louisiana",7,14
2018-01-08,"Florida",21,20
2018-01-09,"Missouri",18.5,19.5
2018-01-09,"Missouri",21,18
2018-01-09,"North Carolina",40,20
2018-01-09,"Idaho",36,21
2018-01-09,"Maine",59,60
2018-01-09,"Virginia",29,26
2018-01-09,"North Carolina",48,41
2018-01-09,"Georgia",67,88
2018-01-09,"Iowa",39,40.5
2018-01-09,"South Carolina",15,17.3333333333333
2018-01-09,"Texas",36,29
2018-01-09,"Wisconsin",38,49
2018-01-09,"Illinois",34,51
2018-01-09,"Iowa",32,18
2018-01-09,"Arizona",23,18.6666666666667
2018-01-09,"Indiana",49,22.3333333333333
2018-01-09,"Michigan",47.5,24
2018-01-09,"Indiana",33,29
2018-01-09,"Arizona",25,28
2018-01-09,"Tennessee",21,34
2018-01-10,"Iowa",26,60
2018-01-10,"California",32,25.5
2018-01-10,"Tennessee",19,17
2018-01-10,"Ohio",34,32
2018-01-10,"Oklahoma",32,55
2018-01-10,"Wyoming",47,33
2018-01-10,"Rhode Island",18,15
2018-01-10,"Kentucky",60,24
2018-01-10,"Texas",18,28.5
2018-01-10,"Florida",19,21
2018-01-10,"Louisiana",20,22
2018-01-10,"New York",41.5,52
2018-01-10,"Maine",51,29
2018-01-10,"Louisiana",36,43
2018-01-10,"Illinois",57,22
2018-01-10,"Florida",26,19
2018-01-10,"Indiana",37,33
2018-01-11,"Kansas",31,18.5
2018-01-11,"Louisiana",20,19
2018-01-11,"California",75,74
2018-01-11,"California",74.5,28
2018-01-11,"Indiana",17,18
2018-01-11,"Maryland",23,27
2018-01-11,"Alabama",31,28
2018-01-11,"Nevada",33,31
2018-01-11,"Tennessee",55,62
2018-01-11,"North Carolina",30,22
2018-01-11,"Missouri",31,27.5
2018-01-11,"West Virginia",36,33
2018-01-11,"Pennsylvania",23,24
2018-01-11,"Michigan",30,34
2018-01-11,"Massachusetts",26,43
2018-01-11,"Kentucky",22.5,19
2018-01-11,"Ohio",26,26
2018-01-11,"Michigan",27,29
2018-01-11,"Texas",61,20.6666666666667
2018-01-11,"Alabama",21,20
2018-01-11,"Virginia",42,20
2018-01-11,"Texas",26,24
2018-01-11,"Missouri",38.5,44
2018-01-11,"Texas",58,50
2018-01-11,"Michigan",26,26
2018-01-11,"New York",55,55
2018-01-12,"Texas",38,29
2018-01-12,"Missouri",46,24
2018-01-12,"Ohio",17.3333333333333,15
2018-01-12,"Oklahoma",27.5,25.5
2018-01-12,"South Dakota",30,30
2018-01-12,"Pennsylvania",19,18
2018-01-12,"New Jersey",39,18
2018-01-12,"North Carolina",19.3333333333333,26.5
2018-01-12,"Maryland",31,48
2018-01-12,"South Carolina",38,23
2018-01-12,"Connecticut",35,31
2018-01-12,"Ohio",52,57
2018-01-12,"Missouri",18,19.5
2018-01-12,"Florida",35,35
2018-01-12,"Wisconsin",25,35
2018-01-12,"Missouri",27,21
2018-01-12,"New Jersey",26,19
2018-01-12,"Pennsylvania",16,63
2018-01-12,"Wisconsin",19,13
2018-01-12,"Florida",55,27
2018-01-12,"Florida",36,19
2018-01-12,"California",20,17
2018-01-12,"Texas",28,29
2018-01-12,"New Jersey",19,22
2018-01-12,"Kentucky",30,46
2018-01-12,"Arizona",85,59
2018-01-12,"Tennessee",36,24
2018-01-12,"Mississippi",16,24
2018-01-13,"Missouri",34,20
2018-01-13,"Missouri",25,23
2018-01-13,"South Carolina",26,21
2018-01-13,"West Virginia",82,24
2018-01-13,"Florida",64,22
2018-01-13,"Washington",25.5,29
2018-01-13,"Connecticut",33,38
2018-01-13,"Mississippi",42,41
2018-01-13,"Alabama",58,58
2018-01-13,"Oregon",23.3333333333333,23
2018-01-13,"Illinois",28,49
2018-01-13,"New York",15,31
2018-01-13,"Texas",34,37
2018-01-13,"Tennessee",35,23.5
2018-01-13,"Mississippi",30,25.5
2018-01-13,"South Carolina",34,21.5
2018-01-13,"Michigan",28.5,18.3333333333333
2018-01-13,"Indiana",37,22
2018-01-13,"Georgia",28,36
2018-01-13,"Georgia",17,22
2018-01-14,"Ohio",28,27
2018-01-14,"Florida",17,16.6666666666667
2018-01-14,"California",32,27
2018-01-14,"Colorado",37,37
2018-01-14,"Tennessee",20,20.5
2018-01-14,"New York",13,17
2018-01-14,"Pennsylvania",62,63
2018-01-14,"Kansas",37,21
2018-01-14,"Texas",18,18
2018-01-14,"South Carolina",26,66
2018-01-14,"South Carolina",37,35
2018-01-14,"Minnesota",17,25
2018-01-14,"Washington",17,18.5
2018-01-14,"Florida",27,15
2018-01-14,"District of Columbia",17,21
2018-01-14,"Georgia",27,30
2018-01-14,"Massachusetts",17,17.5
2018-01-14,"Massachusetts",18,26
2018-01-14,"Ohio",14,13
2018-01-14,"Kansas",26,29
2018-01-14,"South Carolina",33,36
2018-01-14,"Georgia",29,32
2018-01-14,"Texas",22,30
2018-01-14,"North Carolina",10,14
2018-01-14,"South Carolina",25,20
2018-01-15,"Maryland",16.5,17
2018-01-15,"Illinois",18,21
2018-01-15,"Pennsylvania",24,21
2018-01-15,"Alabama",28,24
2018-01-15,"Illinois",64,19
2018-01-15,"Rhode Island",19,18
2018-01-15,"South Carolina",18,18.25
2018-01-15,"Wisconsin",33,41
2018-01-15,"Alabama",17,16
2018-01-15,"Mississippi",41,41
2018-01-15,"New York",36,24
2018-01-15,"Illinois",19,29
2018-01-15,"Florida",23,23
2018-01-15,"Tennessee",16,16
2018-01-15,"Florida",69,17
2018-01-15,"Wisconsin",21,55
2018-01-15,"Virginia",23,19
2018-01-15,"Oklahoma",32,23
2018-01-16,"California",27,55
2018-01-16,"Kentucky",44,62
2018-01-16,"Colorado",29,54
2018-01-16,"Texas",18.5,19
2018-01-16,"New York",19,37
2018-01-16,"California",42,42
2018-01-16,"California",24,25
2018-01-16,"Florida",23,22
2018-01-16,"New York",34,34
2018-01-16,"Mississippi",60,55
2018-01-16,"Connecticut",50,39
2018-01-16,"Wisconsin",15,18
2018-01-16,"Ohio",62,56
2018-01-16,"Alabama",38,28
2018-01-17,"South Carolina",15,24
2018-01-17,"Delaware",24,20
2018-01-17,"North Carolina",24,46
2018-01-17,"Texas",31,50
2018-01-17,"Florida",25,27
2018-01-17,"Wisconsin",36,29
2018-01-17,"Arkansas",23,22
2018-01-17,"Pennsylvania",73,72
2018-01-17,"Texas",38,19
2018-01-17,"Michigan",24,43
2018-01-17,"California",19,18.5
2018-01-17,"Pennsylvania",36,55
2018-01-17,"Missouri",7,6
2018-01-17,"Tennessee",30,34
2018-01-17,"Arkansas",22,23
2018-01-17,"Washington",22,19
2018-01-17,"Missouri",52,38
2018-01-17,"Alabama",30,35
2018-01-17,"California",44.5,28
2018-01-17,"California",47,18
2018-01-18,"Arizona",22,27
2018-01-18,"Alabama",17,49
2018-01-18,"New Jersey",19,40
2018-01-18,"South Carolina",19,27
2018-01-18,"Kentucky",30.5,23
2018-01-18,"New Jersey",29,28
2018-01-18,"Louisiana",18,16
2018-01-18,"Virginia",24,28.5
2018-01-18,"Virginia",61,42
2018-01-18,"Oregon",18,28
2018-01-18,"Indiana",17,20
2018-01-18,"Idaho",32,36
2018-01-18,"Utah",15,16
2018-01-18,"Mississippi",24,24.5
2018-01-18,"Missouri",26,17
2018-01-18,"Connecticut",26,25
2018-01-18,"Illinois",15,16
2018-01-18,"Ohio",18,22
2018-01-18,"Illinois",30,37
2018-01-18,"South Carolina",33,19
2018-01-18,"Wisconsin",25,48
2018-01-19,"Ohio",45,38
2018-01-19,"Illinois",31.5,31
2018-01-19,"Illinois",35,36
